run_id,transaction_rows,commit_ts,first_raw_ts,last_raw_ts,commit_to_first_raw_s,raw_record_span_s,peerdb_batch_count,peerdb_batch_ids,raw_insert_start_ts,raw_insert_finish_ts,raw_insert_ms,raw_insert_memory_mib,intermediate_processing_ms,final_insert_start_ts,final_insert_finish_ts,final_insert_ms,final_insert_memory_mib,first_sync_ts,last_sync_ts,sync_timestamp_count,commit_to_sync_s
eeadf06b-b85a-4880-80d2-3053f8539b91,500000,2026-09-04T07:37:57.350374Z,2026-09-04T07:37:57.815785937Z,2026-09-04T07:38:05.536255907Z,0.465411,7.72047,1,[186],,,1197,459.51,93.829,,,653,375.67,2026-09-04T07:38:07.319000Z,2026-09-04T07:38:07.319000Z,1,9.968626
